ID	chviCounts.csv	cabrCounts.csv	stluCounts.csv	arjaCounts.csv	lothCounts.csv	angeCounts.csv	glsoCounts.csv	noleCounts.csv	moblCounts.csv	mawaCounts.csv	ptpaCounts.csv	deroCounts.csv
sp|Q5RK28|NMES1_RAT	0	0	0.0	34.67	0	0	0	0	0	0	0	0
sp|Q9H0F7|ARL6_HUMAN	0	0	2.987	0.0	0	0	0.0	0	0	0	0	3.917
sp|Q5R4G5|ARL6_PONAB	0	0	2.987	0.0	0	0	0.0	0	0	0	0	3.917
sp|O00762|UBE2C_HUMAN	0	0	149.0	0	0.0	0	0	0	0	0	14.902	0
sp|Q5VZI3|TM268_HUMAN	0	0	13.161	0.0	0	0	0	0	0.0	0	0	0
sp|Q80Y19|RHGBA_MOUSE	0	0	0.0	0	0	0	0	10.104	9.687	2.0	2.0	3.0
sp|Q6PEC0|AP4A_RAT	0	0	67.0	30.27	0	0	0	5.452	0	0	0	60.502
sp|Q62276|MED22_MOUSE	0	0	244.701	298.0	43.064	0	0.0	102.944	0	0	551.126	634.585
sp|A0JPN6|MED22_RAT	0	0	244.701	298.0	43.064	0	0.0	102.944	111.85	0	551.126	14.166
sp|Q80TR8|DCAF1_MOUSE	0	0	17.015	4.0	0	0	0.0	5.496	0	0.0	1.624	8.0
sp|P12318|FCG2A_HUMAN	0	0	8.263	0	3.818	0	3.0	0	0	0.0	13.168	0.0
sp|P61591|MCPH1_GORGO	0	0	5.0	2.79	0	4.0	4.0	0	0	0	12.178	2.63
sp|P61594|MCPH1_PONPY	0	0	5.0	0	0.0	0	7.0	0	0	0.0	5.785	7.0
sp|P61552|EFCB_PAPAN	0	0	40.0	0	0	0	0	0	0	0	0	0
sp|Q4R7Z5|F187B_MACFA	0	0	5.177	0	1.0	0	0	0	5.727	0.0	66.1	1.0
sp|Q9D2Y4|MLKL_MOUSE	0	0	1.631	0	2.0	2.0	0	0	0	4.0	0	0
sp|P51803|CLCKA_RABIT	0	0	2.094	0	0	0	12.0	0.0	4.0	0	0	0
sp|P51804|CLCKB_RABIT	0	0	2.094	0	0	0	12.0	0.0	4.0	0	0	0
sp|Q60604|ADSV_MOUSE	0	0	13.66	0	0	0	0	0	0	3.0	0	0
sp|Q3SZZ5|TM208_BOVIN	0	0	46.11	0	39.0	0	0	207.975	30.574	0	0	0
sp|Q96DE9|EOLA2_HUMAN	0	0	29.0	0	0	0	0	0	0	0	0	0
sp|Q2QLE0|MET_PIG	0	0	2.0	0	0.0	0	2.0	0	0	13.0	7.0	0.0
sp|Q8K0D0|CDK17_MOUSE	0	0	27.839	0	0	0	0	0	0	0.0	0	0
sp|Q2HJF3|ORC6_BOVIN	0	0	8.98	0	0.0	4.0	0	12.624	16.523	2.0	0	14.0
sp|Q6AXN4|NDC1_RAT	0	0	1.375	0	0.0	0	0.0	0	0	0	12.556	15.0
sp|Q08708|CLM6_HUMAN	0	0	21.814	0	0	0	1.0	0	1.0	0.0	6.0	0.0
sp|Q8CGA2|TBC14_MOUSE	0	0	20.001	0	0	0	0	0	0	0	2.0	0
sp|Q5CD77|TBC14_RAT	0	0	20.001	0	0	0	0	32.354	0	0	2.0	0
sp|A2VE22|ENHO_BOVIN	0	0	24.0	0	0	0	0	0	0	0	0	0
sp|Q8HYQ3|CCL3_MACMU	0	0	115.098	0	0	0	0	0	0	0	0	0
sp|Q5I1Z0|CCL3_PANTR	0	0	115.098	0	0	0	0	0	0	0	0	0
sp|Q95LH1|GPR1_MACFA	0	0	4.379	7.0	0.0	5.0	4.0	0	0	0	0	0
sp|Q2NKT1|PROF4_BOVIN	0	0	41.056	0.0	0	0	0	0	0	132.064	0	0
sp|Q5RBY5|NDC1_PONAB	0	0	22.822	0	15.192	5.0	8.26	0	0	0	3.237	0.0
sp|Q5R7B4|STRA6_PONAB	0	0	0.0	0	0	0.0	1.0	1.0	1.261	1.0	0	2.0
sp|Q9BDJ7|MCR_SHEEP	0	0	20.0	0	0	0	0	0	1.291	0	0	0
sp|Q06220|SCF_CANLF	0	0	5.726	0	0	0	0.0	0	0	0	0	0
sp|Q2TBS4|PIFO_BOVIN	0	0	28.743	0	0	0	0	2.0	0	0	0	0
sp|Q8IV42|PSTK_HUMAN	0	0	14.56	0	6.0	5.0	1.0	0	0	10.0	4.87	0
sp|Q5GIT4|VGFR2_DANRE	0	0	14.173	0	0	3.0	0	0	0	0	0	0
sp|Q923M0|PP16A_MOUSE	0	0	9.36	5.0	2.61	0	37.0	77.626	83.777	0.0	27.076	0
sp|P51943|CCNA2_MOUSE	0	0	17.0	0	0	1.705	0	0	0	0	0	0
sp|Q9EPQ7|STAR5_MOUSE	0	0	16.311	0	0	0	0	0	0	0	0	0
sp|Q9R1J4|MYOC_RAT	0	0	18.0	0	0	18.0	0.0	0	0.0	0	20.292	0
sp|Q9N291|A4GAT_PANTR	0	0	5.586	14.0	3.0	0	0	172.246	18.582	1.0	0	0
sp|Q9Y3R4|NEUR2_HUMAN	0	0	20.0	0	38.0	9.0	4.0	5.0	4.0	0	0	0
sp|Q5REP8|MGT4A_PONAB	0	0	3.971	0	0	63.438	0	0.0	0	0	0	1.0
sp|Q5DTT4|RTL5_MOUSE	0	0	16.0	0	0.0	0	9.0	0	0	1.0	0	3.0
sp|A6H6A9|RBG1L_MOUSE	0	0	165.688	10.0	0	0	0	0	2.0	1.57	2.0	0.0
sp|Q62371|DDR2_MOUSE	0	0	0.0	0	0	5.634	0	4.0	0.0	3.0	6.211	0
sp|Q5T9G4|ARM12_HUMAN	0	0	4.662	0	0.0	1.0	13.0	19.462	3.661	6.0	243.004	3.0
sp|P33617|HLAF_MACMU	0	0	10.137	21.951	0	0	0	6.422	2.55	0	0	0
sp|P06897|H2A1_XENLA	0	0	5.262	0	0	0	0	0	0	0	0	0
sp|Q8IUE6|H2A2B_HUMAN	0	0	5.262	0	0	0	0	1.0	0	0	0	0
sp|Q99469|STAC_HUMAN	0	0	16.0	2.0	0	0	0	0	1.0	0	0	0
sp|P35288|RAB23_MOUSE	0	0	2.0	0	0	0	0	7.0	7.601	6.0	9.0	0
sp|Q9EPB5|SERHL_MOUSE	0	0	11.652	0	0.0	0	0	0	0	0	0	0
sp|Q9JKM7|RAB37_MOUSE	0	0	8.55	0	0	0	0	0	0	0	0	0.0
sp|P50440|GATM_HUMAN	0	0	5.0	0	0	0	0	0	0	0	6.547	0
sp|Q5RFB9|GATM_PONAB	0	0	23.504	0	0	0	0	7.697	0	0	0	0
sp|Q7Z2Y5|NRK_HUMAN	0	0	16.0	0	0	7.118	0	0	0	1.0	0	0
sp|Q3MIW9|MUCL3_HUMAN	0	0	4.797	0	0	2.0	0	0	0.0	1.0	4.0	0
sp|E2QSX5|IFT43_CANLF	0	0	19.874	0	0	0	0	13.639	0	0	0	0
sp|Q5NC05|TTF2_MOUSE	0	0	2.0	0.0	0	0.0	2.0	0	0	1.0	0	1.0
sp|Q5QJU3|ACER2_HUMAN	0	0	24.946	0	0.0	0	0	2.0	0	0	0	1.177
sp|P30434|CD8B_PONPY	0	0	19.0	0	0	0	0	0	0	0	0	0
sp|Q8BHL7|C42S1_MOUSE	0	0	113.446	0	44.0	0	0	0	0	0	0	0
sp|Q9CXP9|EXO5_MOUSE	0	0	4.23	0	0	0	0	0	0	0	0	0
sp|Q5R522|PPM1K_PONAB	0	0	3.278	0	0	0	0	4.0	4.301	0	0	2.0
sp|Q9N0T3|CALCB_HORSE	0	0	12.0	0	0	0.0	0	0	0	0	0	0
sp|Q6TXG9|SFR1_RAT	0	0	21.37	0	0	0	0	0	0	0	0	0
sp|Q6GQV0|TEDC2_MOUSE	0	0	14.556	0	0	0	0.0	0	0	1.0	0	0
sp|P34067|PSB4_RAT	0	0	14.177	0	0	0	0	0	0	0	0	0
sp|A0A1B0GVQ0|SPAR_HUMAN	0	0	3.733	12.0	6.0	3.195	4.214	0	0	0	0	0
sp|A3KGV1|ODFP2_MOUSE	0	0	6.168	0	0	0	1.0	0	0.0	0	0	1.0
sp|Q8BHD0|RB39A_MOUSE	0	0	6.923	0	0	0	0	0	0	0	0	0
sp|P11216|PYGB_HUMAN	0	0	11.0	0	0	4.0	0	3.0	4.0	1.0	0	0
sp|Q9H790|EXO5_HUMAN	0	0	0.0	0	0	0.0	0	0	16.467	5.462	0	13.0
sp|D4ACP5|RECQ5_RAT	0	0	2.962	0	0.0	0	1.0	0	61.906	0	33.283	0
sp|Q15109|RAGE_HUMAN	0	0	12.0	0	0	0	0	0	0	0	5.0	0
sp|P10144|GRAB_HUMAN	0	0	12.0	0	1.0	0	0	0	0	0	0	1.0
sp|P31949|S10AB_HUMAN	0	0	35.001	0.0	89.926	1136.696	1404.758	6242.749	2039.0	0	2071.027	2392.897
sp|Q9R0M3|SRPX_MOUSE	0	0	9.727	0	0	0	2.0	0	0	0	0	0
sp|Q99L27|GMPR2_MOUSE	0	0	9.0	23.033	0	0.0	0	35.633	0.0	0	0	0
sp|Q5R8X9|AMN1_PONAB	0	0	5.24	0	0	0	1.313	4.148	0	0	0	0
sp|Q9D132|UPK1A_MOUSE	0	0	17.0	0	0	0	0	0	11.0	0	0	0
sp|Q8N4T0|CBPA6_HUMAN	0	0	1.28	1.0	0	0.0	0	0	0	0	0	0
sp|Q8CFX1|G6PE_MOUSE	0	0	3.0	3.837	0	78.397	2.528	0	6.078	0	0	13.0
sp|Q5E9J6|RNF34_BOVIN	0	0	8.487	0	7.785	0	0.0	2.0	0	0	102.667	0.0
sp|Q99KR6|RNF34_MOUSE	0	0	10.186	0	0	0	0	0	0	0	0	0.0
sp|Q6AYH3|RNF34_RAT	0	0	10.186	0	0	0	0	0	0	0	0	0.0
sp|Q99P21|MUTYH_MOUSE	0	0	10.078	0	1.0	0	0	0	0	0	0	0
sp|P63133|POK8_HUMAN	0	0	0.0	0	0	0	0	0	0	0.0	0	1.0
sp|Q9QXN1|LEF1_RAT	0	0	6.416	0	3.0	6.0	0	0	0	0	7.0	0
sp|A4IFJ5|PA24A_BOVIN	0	0	0.0	6.0	0	22.506	0	0.0	55.754	0	0.0	0
sp|Q8UWE0|GDF8_ANAPL	0	0	18.0	0	0	0	0	0	0	0	0	0
sp|Q8UWD9|GDF8_ANSAN	0	0	18.0	0	0	0	0	0	0	0	0	0
sp|Q5USV5|GDF8_ANTAM	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q6UKZ8|GDF8_CANLF	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|O42220|GDF8_CHICK	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q8UWD8|GDF8_COLLI	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q8AVB2|GDF8_COTCO	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q9GM97|GDF8_HORSE	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|O14793|GDF8_HUMAN	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|O42221|GDF8_MELGA	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|O08689|GDF8_MOUSE	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|O35312|GDF8_RAT	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q8UWD7|GDF8_SYNCH	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q6J1J2|GDF8_VULLA	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q6DTL9|GDF8_VULVU	0	0	18.0	0	0	0	0	0	0	7.0	0	0
sp|Q8BZ32|ASXL2_MOUSE	0	0	5.47	2.0	13.0	0.0	1.0	0.0	0	12.0	0	1.0
sp|P01192|COLI_PIG	0	0	27.0	0	1.0	0	0	15.31	0	0.0	0	0
sp|Q8WWB5|PIHD2_HUMAN	0	0	12.0	0	1.0	0.0	0	0	1.552	0	0	0
sp|D4ADY9|ELOV7_RAT	0	0	11.0	3.0	2.0	0	0	4.0	0	0	0	0
sp|Q58D79|RPH3L_BOVIN	0	0	7.89	0	0	2.0	0	0	0	0.0	14.23	0
sp|P12342|IL2RA_BOVIN	0	0	7.525	0	0	0	0	0	0	0	0	0
sp|Q5PPM7|ROM1_RAT	0	0	17.0	0	1.0	0	0.0	0	27.762	0	7.793	0
sp|A6QP79|COL12_BOVIN	0	0	17.0	1.0	0	0	1.0	0	34.0	2.0	16.0	16.0
sp|Q14586|ZN267_HUMAN	0	0	3.169	0	32.83	0	1.0	6.719	4.067	0	0.0	0
sp|Q80YA8|CRUM2_MOUSE	0	0	11.0	0	0	0.0	0	0	0	0	0	0
sp|F6Q1T7|FUT1_BOVIN	0	0	2.073	0	0	123.867	0	0	0	12.756	0	0
sp|P97799|NRSN1_MOUSE	0	0	3.731	1.0	0	0	0	0	0	1.0	3.0	2.0
sp|Q29RJ9|PSRC1_BOVIN	0	0	7.0	7.0	6.0	0.0	0.0	4.483	0	3.249	0	3.681
sp|Q8K3E5|AHI1_MOUSE	0	0	1.0	1.0	0	0	2.0	2.0	8.892	0.0	0	5.0
sp|A8MTA8|F166B_HUMAN	0	0	6.068	6.0	0	0	0.0	28.0	1.32	0	22.067	0
sp|P43080|GUC1A_HUMAN	0	0	18.0	5.0	0	0	0	0	0	0	0	0
sp|Q3ZCT1|ZN260_HUMAN	0	0	14.0	0	0	0	0	0	0	0.0	10.412	2.0
sp|O88986|KBL_MOUSE	0	0	6.51	0	0	0	0	0	21.185	0	0	0
sp|Q5ZML3|SRSF1_CHICK	0	0	16.345	0	0	0	0	0	0	0	0	0
sp|Q6DII2|SRSF1_XENTR	0	0	16.345	0	0	0	0	0	0	0	0	0
sp|Q5MIB6|PYGB_SHEEP	0	0	12.0	0	0	10.0	0	0	0	0	0	0
sp|O35854|BCAT2_RAT	0	0	9.0	0	0	0	0	0	230.332	0	0	0
sp|Q9BWQ8|LFG2_HUMAN	0	0	2.0	0.0	1.0	0	0	1.337	2.0	0	10.0	0
sp|Q9R1E6|ENPP2_MOUSE	0	0	30.0	0	0	0	3.0	0.0	0	6.0	0	0
sp|P46065|GUC1A_BOVIN	0	0	9.0	3.0	0.0	0	1.0	0	0	0	0	0
sp|Q5SRI9|MANEA_HUMAN	0	0	9.666	1.0	0.0	8.0	0	6.0	6.421	3.11	11.768	0.0
sp|P0DJG4|THEGL_HUMAN	0	0	18.0	0	0	0	0	0	0	0	0	0
sp|Q99972|MYOC_HUMAN	0	0	14.0	3.0	4.0	0	0	0	0	0	0	0
sp|Q6R3M4|POLI_MOUSE	0	0	0.0	0	0	0	0	0	0	0	0	0
sp|Q6SKR2|N6MT1_MOUSE	0	0	4.004	0	116.0	0	1.0	3.033	0	0	0	0
sp|A6NH11|GLTD2_HUMAN	0	0	6.0	0.0	5.0	6.0	0.0	71.303	3.156	9.0	24.0	0
sp|Q9MZG3|DBIL5_BOVIN	0	0	0.0	0	0	0.0	0	20.0	4.0	0	0	11.0
sp|P56702|DBIL5_RAT	0	0	13.0	0	0	0	2.0	0	0	0.0	0	0
sp|A6NNB3|IFM5_HUMAN	0	0	15.0	0.0	1.0	28.0	0.0	0	0	0.0	6.0	0
sp|Q69CM7|MYBPP_RAT	0	0	5.0	0	0	0	0	0	0	0	0	0
sp|Q99JA4|CLTR1_MOUSE	0	0	11.0	0	0	0.0	0	0	0	0	0	0
sp|P13184|CX7A2_BOVIN	0	0	1275.909	522.95	52.0	151.979	0.0	1682.077	351.151	322.614	274.794	774.411
sp|Q9FHQ6|UBQ9_ARATH	0	0	13.0	0	0	0	0.0	1.0	0	0	0	0
sp|Q4R6I1|GIN1_MACFA	0	0	3.0	0	0	0	0	0	2.384	0	0	2.0
sp|Q9QZM4|TR10B_MOUSE	0	0	1.982	0	0	0	0	0	3.0	1.0	0	0
sp|Q90578|VDHAP_CHICK	0	0	0.0	0	0	0	0	0	0	0	0	0
sp|A0JPN1|HLX_RAT	0	0	5.0	0	0	0	0	0	2.685	0	4.109	0
sp|Q8HXM1|CSTF2_BOVIN	0	0	11.62	0	2.428	0.0	8.0	0	0	3.0	5.605	9.948
sp|P33240|CSTF2_HUMAN	0	0	11.18	0	0.0	1.267	2.0	2.08	6.225	8.0	0	10.448
sp|Q8BIQ5|CSTF2_MOUSE	0	0	11.18	0	0.0	1.267	2.0	4.0	0	8.0	0	9.948
sp|Q9ESQ7|PSD1_RAT	0	0	8.0	0	0	0	0	9.0	0	0	0	0
sp|G3V645|OASL1_RAT	0	0	1.998	0	0	0	0	4.835	0	0	0	0
sp|A0JNJ1|STAC_BOVIN	0	0	7.041	4.0	0	0	0.0	0	2.0	0.0	6.095	0
sp|Q28620|NPT2A_RABIT	0	0	22.0	0	0	0	0	0	0	0.0	0	0
sp|Q8BIZ0|PCD20_MOUSE	0	0	7.846	3.0	0	2.0	1.0	0	9.468	0.0	0	0.0
sp|Q98910|CD3E_CHICK	0	0	9.0	0	0	0	0	0	2.0	0	0	0
sp|Q3B7D3|TECT2_RAT	0	0	12.0	0	0	3.0	3.0	0	0	0	0	0
sp|A6NFT4|CFA73_HUMAN	0	0	2.547	2.0	0	0	0	0	4.0	1.0	5.29	1.0
sp|Q811D2|ANR26_MOUSE	0	0	0.0	0	0	3.0	0.0	0	0	2.0	0	3.0
sp|P01848|TRAC_HUMAN	0	0	3.0	1.792	0	1.0	0	0	0	0	0	0.0
sp|P20274|LMIP_BOVIN	0	0	15.411	0	3.0	0.0	0	0	0	0	0	0
sp|P56563|LMIP_MOUSE	0	0	15.411	0	0	0.0	0	0	7.932	0	0	0
sp|P54825|LMIP_RAT	0	0	15.411	0	3.0	0.0	0	0	7.932	0	0	0
sp|Q5U243|CLIP3_XENLA	0	0	15.0	0	0.0	0	0.0	3.986	0	0.0	0	0
sp|Q9GJS9|GLRB_BOVIN	0	0	8.0	2.64	1.0	0	0	2.0	0	1.0	6.73	0
sp|P48168|GLRB_MOUSE	0	0	8.0	0	1.0	0	0	2.0	0	1.0	6.73	0
sp|P20781|GLRB_RAT	0	0	8.0	0	1.0	0	0	2.0	0	1.0	6.73	0
sp|P28028|BRAF_MOUSE	0	0	3.0	3.0	0	2.0	43.0	6.822	0	0	0	5.0
sp|Q9XT27|CERU_SHEEP	0	0	7.722	0	0	22.341	0.0	0	0.0	0	11.354	0
sp|Q9NYP9|MS18A_HUMAN	0	0	6.748	0	0	0	0	0	0	0	0	0
sp|Q62009|POSTN_MOUSE	0	0	3.0	0	6.0	0.0	0	0	0	0	14.043	1.0
sp|P57052|RBM11_HUMAN	0	0	2.0	0	1.0	0.0	1.0	1.0	0	0	3.0	0.0
sp|O70240|AXIN2_RAT	0	0	11.0	0.0	2.754	0	0	0	0	0.0	0	0.0
sp|Q7TS63|ZFAT_MOUSE	0	0	2.0	2.0	2.0	0.0	0.0	0	1.22	0.0	5.0	0
sp|Q96PR1|KCNC2_HUMAN	0	0	11.0	0	0	0	0	3.0	0	0	0	0
sp|Q8BNJ6|NETO2_MOUSE	0	0	2.0	0	0	0.0	0	0	2.0	0	0	0.0
sp|Q9DC40|TELO2_MOUSE	0	0	13.761	0	0	3.551	0.0	32.137	18.46	9.0	0	0.0
sp|Q91YU3|MSD4_MOUSE	0	0	2.462	1.0	0	0	2.0	0	0	2.0	0	0
sp|Q501L3|MSD4_RAT	0	0	2.462	1.0	0	0	2.0	0	0	2.0	0	0
sp|D3Z7H4|GSG1L_MOUSE	0	0	1.854	0	1.0	1.0	26.0	5.0	2.766	0	7.0	0
sp|D3ZK93|GSG1L_RAT	0	0	1.854	0	1.0	1.0	26.0	5.0	2.766	0	7.0	0
sp|Q8VE04|MOB3B_MOUSE	0	0	1.685	0	1.0	0	0	0	1.0	0	0	0
sp|E9QAU8|RN165_MOUSE	0	0	6.0	0.0	0.0	0.0	0.0	0	4.0	0	0	0
sp|Q9BXT4|TDRD1_HUMAN	0	0	6.0	0	0.0	0	0	0	0	0	0	0
sp|C9J069|AJM1_HUMAN	0	0	2.0	1.0	0.0	0	0	5.0	1.0	1.0	2.0	0
sp|Q8WV48|CC107_HUMAN	0	0	0.0	0	0	0	0	0	18.558	6.147	0	0
sp|Q8K589|BMF_RAT	0	0	12.741	0	0	0	0	0	1.575	0	5.293	0
sp|Q9GKL8|CATL1_CHLAE	0	0	10.0	0	0	0	0	0	0	0	0	0
sp|F1PT61|MYH16_CANLF	0	0	0.0	0.0	1.0	0	0	19.261	4.0	0.0	113.323	0
sp|A5PKB7|GIMA6_BOVIN	0	0	9.0	0	0	0	3.0	0	1.0	0	0	0
sp|Q8N8B7|TEANC_HUMAN	0	0	13.163	0.0	1.0	0.0	0	21.478	0	0.0	1.172	0.0
sp|A2AGX3|PRD11_MOUSE	0	0	14.0	0.0	0.0	0	2.0	53.648	0	1.0	0	1.0
sp|Q5TEZ5|CF163_HUMAN	0	0	6.0	12.0	0	0.0	0	0	0	0	0	11.0
sp|Q8VHY0|CSPG4_MOUSE	0	0	16.875	9.0	0.0	2.0	0.0	2.0	3.165	0.0	2.0	1.0
sp|Q9Y6J6|KCNE2_HUMAN	0	0	2.052	1.0	0	0	0	0	0	0	0	0.0
sp|Q60591|NFAC2_MOUSE	0	0	2.781	1.199	0	0	0	0	4.0	0	0	3.0
sp|Q9WVJ0|KCNH3_MOUSE	0	0	4.0	0.0	0	1.0	0	1.0	18.283	1.296	4.0	4.0
sp|O89047|KCNH3_RAT	0	0	4.0	0.0	0	1.0	0	2.0	18.283	1.296	4.0	0.0
sp|P0CB47|UBFL1_HUMAN	0	0	8.0	0	0	0	0	0	0	0	0	0
sp|Q9UBK7|RBL2A_HUMAN	0	0	9.515	0.0	0	0	0	7.086	13.331	1.0	5.387	1.0
sp|O99041|COX1_COLPO	0	0	0.0	0	0	0	0	0	0.0	0	0	589.364
sp|P43118|PF2R_RAT	0	0	1.339	11.821	0	1.0	0	0	0	0	0	3.0
sp|Q7TSU7|KIRR2_MOUSE	0	0	1.0	0	0	0.0	0	0	0	0	0	0
sp|Q5R1X4|ALDOC_PANTR	0	0	10.0	20.0	2.627	13.0	0.0	7.0	15.437	0	0	6.0
sp|Q95N27|PP16B_BOVIN	0	0	9.0	0	0.0	0.0	0	0	0	0	0	0
sp|Q801X6|PHAR1_CHICK	0	0	5.474	0	0	0	1.0	0	0	0	4.0	0
sp|O35375|NRP2_MOUSE	0	0	3.0	0.0	0	0	0	7.701	0	1.0	7.0	8.921
sp|O35276|NRP2_RAT	0	0	1.0	0.0	0	0	0	0	0	1.0	7.0	0
sp|A0JN41|CAH10_BOVIN	0	0	9.0	0	0	0	0	4.0	4.0	0	0	0
sp|Q99P47|CNTP4_MOUSE	0	0	9.0	0	0	0	0	3.0	0	0.0	0	0
sp|P49802|RGS7_HUMAN	0	0	6.72	0	0	0.0	1.0	0	0	0	0	0.0
sp|P49803|RGS7_RAT	0	0	4.0	0	0	0	1.0	0	1.0	0	0	5.765
sp|Q2KHT4|GSG1_HUMAN	0	0	13.0	0	0	0	0	0	0	0	0	0
sp|Q9WV07|LOXE3_MOUSE	0	0	9.0	0	0	0	1.0	0	0	0.0	0	2.0
sp|O55038|CXL13_MOUSE	0	0	0.0	0	0	0	0	0	0	0	0	0
sp|Q9XSV5|LY65C_CANLF	0	0	5.0	1.0	0.0	0	0	0	0	0	0	0
sp|Q9N2G6|IL7_PIG	0	0	14.0	0	0.0	0	4.0	0	2.628	0.0	4.0	4.0
sp|Q9XTA3|MYOC_BOVIN	0	0	10.0	0	0	0	0	0	3.696	1.0	0	0
sp|Q8TAT5|NEIL3_HUMAN	0	0	4.0	0	0	0.0	1.0	15.0	5.042	0	0	0.0
sp|P60985|KTDAP_HUMAN	0	0	36.144	0	0	0	0	82.548	5.526	0	15.0	31.444
sp|P0C6F1|DYH2_MOUSE	0	0	5.0	0	0.0	0	1.0	2.398	7.098	0.0	0	8.0
sp|P02638|S100B_BOVIN	0	0	0.0	0	0	0	217.545	0	0	0	9.423	0
sp|Q2TGY6|NU2M_CANRF	0	0	8.0	1.0	0	0	1.0	0	0	0	0	0.0
sp|Q8C828|KBTBD_MOUSE	0	0	10.0	0	0	0	0	0	0	0	0	0
sp|Q96E93|KLRG1_HUMAN	0	0	5.0	0.0	0	0	0	0	0	0	0	0
sp|Q99MI6|GIMA3_MOUSE	0	0	6.0	0	0	1.594	0	0	0	0	0	0
sp|Q2KJ38|F110B_BOVIN	0	0	3.532	0	2.0	4.0	0	3.0	4.0	0	3.424	0
sp|Q8TC76|F110B_HUMAN	0	0	1.441	0	2.0	4.0	0	3.0	4.0	0	2.0	2.025
sp|Q5R5R3|F110B_PONAB	0	0	1.441	0	2.0	4.0	0	3.0	4.0	0	2.0	2.025
sp|Q2MH31|SMRP1_MOUSE	0	0	14.0	0	0	0	11.0	0	0	0	0	0
sp|Q9WTY8|ZBT10_RAT	0	0	8.0	0	0	0	0.0	0	0	0	0	0
sp|O46502|SCTR_RABIT	0	0	7.0	0	0	0	0	0	0	3.4	0	0
sp|P19377|CD3D_RAT	0	0	6.0	0	0	0	7.0	0	0	0	0	0
sp|Q9BY27|DGC6L_HUMAN	0	0	35.959	0	0	0	0	0	0	0	32.406	0
sp|O35347|DGCR6_MOUSE	0	0	13.808	0	0	0	0	0	0	0	8.149	0
sp|P16879|FES_MOUSE	0	0	4.641	5.0	0.0	0.0	3.0	11.0	0	0	4.395	0
sp|Q9D5P4|ADAD2_MOUSE	0	0	7.0	0	0	0	0	0	0	1.0	0	0
sp|A6QQ94|DMTA2_BOVIN	0	0	7.0	0	0	0	0	0	3.0	0	0	0
sp|Q5TM22|TNFC_MACMU	0	0	2.763	0	1.0	0	0	0	0	0	0	0
sp|Q32KZ5|FACOS_BOVIN	0	0	2.125	0	8.0	0	0	0	0	0	0	0.0
sp|Q9D4K4|FACOS_MOUSE	0	0	2.125	0	0	0	0	0	0	0	0	0
sp|Q5RA41|PDZ1I_PONAB	0	0	0.0	0	0	0	0	0	0	0	0	0
sp|Q0VBD2|MCM10_MOUSE	0	0	11.996	0	0	0	0	6.0	0	0	0	0
sp|P11283|POL_MMTVC	0	0	11.0	0	2.0	0	0	0	0	0	0	0
sp|Q498L9|KI15B_XENLA	0	0	1.69	0	0	0	0	0	0	0	0	0.0
sp|P01703|LV140_HUMAN	0	0	10.0	0.0	0.0	0	0	2.735	1.0	1.0	2.489	0.0
sp|Q07936|ANXA2_RAT	0	0	9.0	0	0	0	0	0	0	1.0	0	0
sp|O00230|CORT_HUMAN	0	0	5.016	1.0	0	0.0	0	0	1.0	0	0	0
sp|Q03141|MARK3_MOUSE	0	0	9.429	0	19.535	41.0	0	24.957	23.518	0	0	0
sp|P55089|UCN1_HUMAN	0	0	7.0	0.0	0	0	2.0	0	0	1.0	7.0	4.0
sp|P43005|EAA3_HUMAN	0	0	7.0	0	288.0	518.0	93.891	310.197	6.007	107.957	226.0	402.0
sp|P70424|ERBB2_MOUSE	0	0	7.0	0	0	0	0	0	4.0	0	0	0
sp|P60987|PIP_CAVPO	0	0	3.0	0.0	0	0	0	0	0	461.771	932.756	0
sp|A0A889|PIP_SYMSY	0	0	3.0	146.0	4.389	0	0	0	0	0	932.756	0
sp|Q6AXX2|CP046_RAT	0	0	7.0	0	0	0	0	0	0	0.0	0	0
sp|O14683|P5I11_HUMAN	0	0	1.835	0	0	0	0	0	9.727	0	0	0
sp|Q9CR81|TEX12_MOUSE	0	0	5.992	3.0	0	0	0	0	0	0	0	0
sp|Q8BFY7|PIMRE_MOUSE	0	0	4.199	0	0	0	0	0	0	0	0	0
sp|P09972|ALDOC_HUMAN	0	0	10.0	12.888	2.627	4.0	0.0	3.0	15.437	0	9.0	2.0
sp|P23356|UCHL1_BOVIN	0	0	6.0	0	0	0.0	0	8.0	0	0	0	0
sp|O35930|GP1BA_MOUSE	0	0	4.0	0	0	0	0	0	0	0	3.637	0
