ID	chviCounts_noRep.csv	cabrCounts_noRep.csv	stluCounts_noRep.csv	arjaCounts_noRep.csv	lothCounts_noRep.csv	angeCounts_noRep.csv	glsoCounts_noRep.csv	noleCounts_noRep.csv	moblCounts_noRep.csv	mawaCounts_noRep.csv	ptpaCounts_noRep.csv	deroCounts_noRep.csv
NCTR1	1	1	0	0	0	0	0	0	0	0	2	0
KAD7	0	0	0	0	0	0	0	0	0	13	0	0
PR40A	131.471	361.498	972.458	3.54	32.529	322.525	369	187.341	23.518	131.138	539.921	103
FRPD3	0	1	2	1	0	1	0	0	1	0	2	0
SUCR1	2	0	1	0	0	0	0	2	1	0	0	0
TM74B	3	1	0	0	0	1	0	3	0	0	6	1
UT14C	1	0	0	0	0	0	0	0	0	0	0	0
MYBPP	1	1	7	2	0	0	0	0	15.448	0	4	4.302
T132C	1	0	0	0	1	0	0	0	0	0	0	0
ANO4	0	0	0	0	1	0	0	1	0	0	27.186	0
ICAM3	0	1	0	0	0	1	2	0	0	2	0	0
CD3G	0	0	8	0	15	0	0	2	0	1	8	1
PLCH1	0	2	3	0	1	0	0	4	4	1	2	0
CC194	1	0	0	0	0	0	0	0	0	0	0	0
KCNH6	0	0	0	1	0	0	0	2.393	1	0	3	0
ATS14	0	1	2	1	1	0	0	0	3	0	0	0
SPT13	1	1	1	0	2	0	0	0	3	2	89.951	13
TIGD3	1	1	1	0	0	0	1	0	2	0	0	0
M313A	1	0	0	0	0	0	0	0	5.902	0	0	0
M313B	1	0	0	0	0	0	0	1	5.902	0	0	0
IQCK	1	1.087	9.663	1	13	0	0	0	0	1	6	1
PGBD5	0	1	1	3	0	1	1	5	0	0	5	1
TIKI2	1	0	6	0	0	1	0	0	0	0	4	0
CTTB2	0	7	3	0	0	0	0	0	14	1	0	1
CAP1	3293.828	11.972	9.285	793.245	1261.363	186	1278.858	1710.017	1.823	1353.326	1516.521	758.623
EYS	1	0	0	0	0	0	0	1	0	0	0	0
CLCB	1999.072	0	5747.783	319	861.437	517.206	355.607	4	3	413.111	1541.722	2437
ZKSC4	1	3.155	2	0	0	0	0	0	3	0	9.944	1
GP152	1	0	0	1	0	0	0	0	0	0	4	0
MRO2A	1	1	0	0	0	0	0	2	0	0	0	0
PR6AB	99	15.641	3	1	0	0	0	3	1	0	0	0
OSTA	1	0	0	0	0	3	0	0	3	0	0	0
SP5	1	0	3	0	0	0	0	5	0	1	15	0
TYB4	1725.932	0	5	1	3638.666	171.473	0	11	4499.201	0	4473.831	0
ATCAY	1	0	0	0	1	2	31.6	0	8	0	3.475	0
TSNA1	2	3	5.033	0	0	6	4	0	5.228	2	0	5
GFY	1	0	2	0	1	1	5	5.029	3.518	0	6.002	0
ACRO	0	0	0	0	0	0	14	0	0	0	0	0
PDE6A	0	1	0	18.071	21	0	0	1	2	1	0	0
NR1AA	0	0	0	0	0	0	0	0	0	0	0	0
AOCX	0	11.574	0	0	27	0	6	0	1	16	0	0
AOCY	0	1	0	0	0	0	3	9	0	0	0	0
UBP44	1	0	0	0	0	0	0	1	3	0	0	0
PCDG2	0	0	0	0	0	0	0	1	2	0	4	0
ADA2B	1	1	9	2	0	0	0	2	1	0	0	0
ATS12	0	0	7	0	2	0	1	0	2	0	1	1
COQ9	2462.121	325.172	1.246	2039.064	1825.614	765.746	3145.201	26.465	12.868	1045.07	6.365	1936.994
CHST9	1	1	0	0	0	0	2	0	0	0	18.174	4
S39AE	114.43	451	76.466	413	33.017	30	244.133	5.396	18.527	0	1579.504	153.809
PDZD7	1	1	8	0	0	0	0	7	3	0	0	0
F189B	0	1	7	0	0	5.576	5	32.741	2.832	1.206	2	131
ATS4	0	0	2	1	0	0	0	0	1	0	4	1
PCDBB	0	2	0	0	1.248	0	0	4.875	1.955	0	0	50
TMPS9	2	0	2	0	7	1	0	0	4	0	2	0
CA2D2	0	0	2	1	0	0	0	0	1	0	0	2
LRCH2	0	0	3	1	0	0	0	0	3	0	0	0
NTCP5	2	0	0	359.999	0	0	1	0	0	1	0	1
TNFL8	1	0	0	1	1	0	0	1	0	0	3	2
INHBE	2	0	0	0	0	1.772	2	1	4	0	0	0
IRF4	0	0	2	0	0	3	0	85.631	0	1	7	0
TMEDA	886.741	0	359.245	653.221	1154.578	1061.999	164.198	3225.264	5	1154.697	340.986	952.847
PACA	0	3	0	0	0	1	1	0	0	0	4	7
PDIA2	2	2	1	2	1	0	0	1	0	0	5	0
FA47E	1	0	1	0	0	0	2	0	0	2	2	0
STOM	8.523	0	5.668	3	99.401	35	37.846	250	2.319	238	38.639	1233.988
HXD9	2	5	5	0	1	2	0	11.112	2	1	3	2
ZN124	1.722	1	4.204	0	0	1	1	9.781	0	0	0	0
ZN599	1	0	3	0	0	0	2	4.363	1.206	1.144	3.093	3.416
GBGT2	1	0	3.673	1	0	0	0	16	2	0	0	17
TTHY	0	0	1	25	0	0	0	2	0	0	0	0
DPOLN	0	0	11	0	0	0	0	0	2.189	52	0	0
MDR1	0	663.708	938.568	4.333	4	3	2.8	1.597	18.786	0	3.657	36.55
OACYL	0	1	5	1	2	1	0	0	0	0	0	1
SPTC2	23	0	510	97	230.972	231.489	35.424	4	6	185	321.001	237
COPA	203.727	977.974	161.754	280.357	181.696	414.54	733.897	944.972	212.955	648.917	4	14.101
GPC5	0	0	0	0	0	0	0	0	0	0	4	0
RBM11	1	0	2	0	1	0	1	1	0	0	3	0
NANO1	0	0	1	1	169	0	0	2	0	21	6	0
ALL1	2	4.426	0	35.841	235.096	4	0	0	0	3.364	249.572	34
14-Sep	0	1	1	0	1	0	0	0	110.798	5.353	0	0
ZN699	9	0	79.575	1	6	2	0	1	1	0	4	0
KCNB1	2	0	0	0	0	0	0	3	4	2	0	0
KBTBB	0	2	5	2	0	4	1	4	0	0	0	2
IGL1	7	1	0	6.879	17.386	3.735	6.863	1.113	3.446	9.923	10.165	5.2
IGLL5	0	3	0	6.879	0	8.268	6.863	1.113	8.947	29.523	13	8.719
CITE2	2239	34.286	116.934	0	1707.544	1204.27	834.613	1078.37	2	1287.634	193.299	1308.349
SIGL6	0	0	1.554	8	2	0	2	4	0	1	2	1
DYN3	1	1.551	2	3	1	1	2	2.513	3.329	0	18	2
IGLC1	0	3	0	4.01	0	0	1	4.834	0	0	0	5
MRO2B	1	0	1	0	0	0	0	0	0	0	5	0
KIRR2	1	0	1	0	1	0	0	1	2	0	2	0
MUC16	1	1	0	0	0	0	2	0	0	0	4	0
SAHH3	383	4.055	567.134	0	60	59.762	157	0	656	304	5	4
PSPC	0	0	0	0	2	0	0	0	2.634	0	0	0
IHH	0	0	0	0	0	0	0	0	0	0	0	0
MYPC	0	0	0	7	0	0	0	0	0	0	2	0
CK071	3	8	0	10	0	0	1	0	2.345	0	4	38
DNM3B	1	1	0	0	0	0	0	2	0	0	8	1
LEG1H	16	207.936	10	3	1	1	3	4.714	64.378	84276.374	412.672	3
DAD1	407	275	500.226	1	0	377	396.341	1041.574	6	167	899.413	1.108
NEBL	0	4	5	1	0	0	0	4	43.605	1	0	2
EF1A3	2	10435.383	17.616	21	13.25	21.147	48.103	3.236	2.838	14	8	0
EF1A	3	10435.383	17.616	21	13.25	21.147	48.103	3.536	9.456	14	8	2
AAKG3	1	2	19.509	4.716	6	0	36.36	0	200.788	1	6.069	72
ITIH4	2	0	3	1	1	1	0	2.605	2	5	0	0
KLF8	1	0	0	0	0	40	0	4	0	0	0	0
GAB3	0	0	2	0	0	0	0	2	0	0	3	1
VILL	1	0	0	0	1	0	2	0	2.338	0	0	0
TFEC	0	0	0	0	0	0	0	0	0	0	0	0
ARPC4	790.609	460.826	19.085	1234.267	138.013	113.395	46.134	2054.34	11.799	827	7	242.633
RP1	0	0	0	0	0	0	0	0	0	0	0	0
H331	0	0	20.253	0	0	128.917	0	0	4.344	14	8.36	1
H332	1	0	2	0	0	0	0	0	1	0	2	1
H3C	0	0	20.253	3	0	128.917	0	4	4.344	14	8.36	1
TSN18	9	0	18	0	0	0	0	196.809	8.521	0	18	0
GNAT2	1	0	0	0	0	0	1	1	0	0	0	0
PCD10	1	3	1	1	1	0	0	1	1.349	0	0	0
FBX15	1	1	8.537	0	0	0	2	5.405	2.897	1	5.324	2
TTLL8	1	0	0	0	1	0	0	0	0	0	5	0
SEM4F	0	0	2	0	0	0	0	2	4	0	0	0
TBB1	2.006	35	11.466	1	14.268	177.78	0	17.976	8	17	7	20.983
GBB	0	0	0	177.884	2.86	0	0	0	0	0	0	0
CLC4D	0	1	0	14.134	0	0	0	0	0	0	0	0
ARMC2	0	0	3	0	0	1	0	0	1	0	4	0
SCC4	109.851	131.085	783.32	0	774	451.147	404	213.65	1313.993	428	969.003	4
NEK11	1	0	3	2	0	1	1	1	1	0	0	0
CYTF	2	0	0	0	0	0	0	0	1	0	2.338	0
TM108	1	1	1.439	2	0	1	1	29	0	1	0	1
SGIP1	1	0	0	1	0	0	1	3	2	0	0	0
ILRL1	1	0	5.391	0	0	0	0	0	0	0	5	0
CBPA4	2	28	43.153	0	660.109	62.553	203	1	126.374	0	0	87
STAT4	1	0	1	0	0	0	0	2	0	0	2	0
T132B	0	8.295	0	1	6	0	1	0	3	0	0	2
MAST4	2	754.795	3.675	716	1	41.87	16	20.055	934.353	10	33.401	16
DOK6	2	4	0	0	0	0	0	0	1	2	3	0
HXA5	2	0	0	0	0	0	27	0	0	2	0	0
ADA1A	1	0	0	0	0	0	0	0	0	1.31	0	0
PP13G	1	0	3.915	0	0	1	0	126.947	0	1	4	1
LIRB4	1	1	5	23	1	0	0	7	0	1	0	16.523
ATL1	1	3	2	5	0	0	0	3	8	1	5	0
PO2F3	2	0	1	0	0	0	1	2	1	0	0	0
ZC11A	45.42	59.605	378.396	0	139.113	0	53.05	723.28	3.509	457.142	960.814	0
COKA1	0	0	4.316	1	2	1	2	5	1.946	1	4	0
KPCD3	317.69	0	46.871	302.83	0	164.741	45	694.649	4.52	55	55.652	51.421
KCNKH	1	0	0	0	1	1.533	1	2	1	0	0	0
TSN3	372	59.952	33.733	277	395	3.804	0	4	15	79.085	5	0
KLHL4	1	0	1	1	0	1	0	0	3	1.269	1.249	0
TEKT2	1	0	1	0	0	0	0	1	0	0	0	3
CSKI1	0	0	1	0	1	0	0	9	2	0	2	2
CNTP4	1	0	9	1	0	0	0	3	0	0	0	0
GRIK3	0	1	6	0	2	1	0	1	3	0	4	0
CATL2	1	36.255	4	15.436	0	0	0	2	0	14.809	0	0
CSDE1	2099.157	4699.894	953.787	3011.762	2810.475	4039.283	767.229	2750.789	8755.615	829.426	67.311	3967.908
IF4G2	871.864	6610.2	1665.468	944.547	11801.612	726.253	145.798	0	6.401	663.727	8583.217	617.496
RBPJL	1	0	7	2	10.555	0	0	0	0	0	0	0
PCD17	0	0	3	0	1	0	1	4	3	0	4	0
LIN7A	0	0	2	4	0	0	0	0	2	0	0	1
PLCX3	0	0	2	0	0	0	0	3	0	0	0	0
GDNF	0	0	1.496	1	1	0	0	5.649	3	0	0	2
FSD1	0	0	2	3	0	0	0	0	8	0	0	1
RS31	180	1	4.354	6.672	0	0	0	2.619	3.657	114.379	6.29	0
RAB1A	107.415	1654.548	1941.366	301.665	2169.926	707.092	820.044	4.209	1499.906	52.422	4.305	1140.969
RBM46	0	0	0	0	0	0	0	0	0	0	0	0
S12A2	630.581	14.429	900.395	9	288.755	31.961	286	4.135	54.812	959.62	3348.109	326.137
NTR1	0	0	0	0	0	0	0	0	0	0	0	0
F180A	2	0	0	0	0	0	0	0	2	0	0	0
TCPW	0	2.442	4	4	0	4	2	2	4	0	4	2
PCDC1	2	0	15.877	0	2.659	0	0	0	0	0	0	0
RTN1A	3	1.65	0	0	0	0	0	4	2	0	0	0
ADA2A	1	0	1	0	3	0	0	22.26	4	0	0	1
ODP2	753.675	1130	821.468	728.047	289.24	4.94	701.931	256.495	84.168	0	6.069	1272
IL37	1	13	0	0	0	0	0	0	0	0	0	0
CP46A	1	1	2	0	2	0	0	0	0	1	0	1
TXD16	1	10	5	4	3	1	1	1	1.906	0	0	0
FLNC	1004.387	5084.358	2319.965	2532.491	4540.159	8.852	7260.46	4.871	1403.353	907.624	6759.17	1465.352
PRG3	0	0	0	0	0	0	0	0	1	0	0	0
HNRPC	913.897	141.897	23.176	3	617.217	231.506	494.881	171.803	0	1.249	10	138.135
TNF13	2	0	1	6	2.334	0	1	10	1.414	235.891	585.05	14
HGFA	1	0	0	12	0	0	0	1	1.375	0	6	0
WNT2	2	0	0	0	2	0	0	1	0	0	0	0
DEN2B	171	283	36.684	310	248.526	102.073	189	5.92	281.204	336.516	900.727	2.343
ARF6	4073.134	0	4208.469	1603.254	120.437	515.966	41.336	54.951	2919.577	191.79	962.662	115
SCG1	1	0	7	2	8.426	0	179.111	6	0	2	4	0
ENOX1	1	0	0	0	0	0	0	5	2	1	6	0
PTPRT	0	0	2	1	1	0	0	2	1	2	4	0
PRIMA	2	7	4	0	0	2	4	0	2.687	0	5	15
SEGN	1	0	4	1	0	0	0	0	0	1	0	0
NDL1A	0	0	3.64	0	0	0	0	3	0	0	0	0
MED21	8.49	26.213	31.143	121.621	59.526	7.346	107	214.593	198.407	17.022	427.107	4.074
CQ067	2	0	0	0	0	8.658	0	0	0	0	0	12
BOLL	1	0	0	0	0	0	0	0	3	0	0	0
COPRS	10.748	20	5.176	22	0	10	0	119	37	52	247.814	27
VATG2	1	7	15.054	1	91.651	16	0	4.675	84.967	0	126.217	14.338
RPP25	1	0	6	0	0	0	0	4	27	1	5	9
TR11B	8	76	0	3	4	0	0	4	2	2	8.443	49
USP9Y	0	0	3.474	0	0	0	0	0	0	0	4.163	0
SKAP1	1	1	2	0	0	0	0	1	0	0	0	0
PKHS1	1	0	0	1	1	0	0	0	1	0	0	0
CBPC6	1	0	2	0	0	1	0	0	0	0	0	0
GREM1	0	0	0	3	0	1	6	0	3	1	0	3
NACA	5682.298	4047.595	4.474	251.92	2852.02	1746.495	1196.356	6	6	1804.277	438.058	1637.658
ARY1	0	1	0	47	16	0	0	270	4	0	3	0
GSG1	1	0	13	0	0	0	0	3	2.289	0	2	0
IGHA1	2	1.826	2	2	7	0	0	0	0	44.454	5	0
MAEL	1	0	0	0	0	0	0	0	2	0	0	0
ANKR6	0	2	5.094	1	0	0	1	4	8	1	6	0
NPAS1	0	1	0	0	0	1	0	6	0	0	5	3
ZN595	26.372	0	4.316	28.363	0	0	2.721	3.569	0	0	0	2.436
KLRG2	0	0	52.713	0	233	20	3	2.055	731.334	0	141.719	3.697
STIM1	235.057	1051.262	809.57	345.463	1290.304	704.811	70.502	310.333	152.329	424.482	601.277	305.537
P210L	1	2	4	0	18	0	0	0	0	0	0	1
CRDL1	0	0	0	0	0	1	0	2	3.232	0	3	0
LANC3	0	5	1.327	0	0	1	2	0	8.243	1	3	3
ANR42	0	0	4	11.459	1.471	0	1	27.743	2.173	11.738	196	0
NCOR1	1205.37	231	3.462	3	4.033	200.539	55.849	0	13.836	11.908	93.031	184.106
ACTBM	895.29	0	0	862.366	1	0	1030.528	87.859	73.578	1601.354	0	0
POTEE	895.29	0	0	862.366	1	0	1030.528	87.859	73.578	1601.354	0	0
POTEI	895.29	0	0	862.366	1	0	1030.528	87.859	73.578	1601.354	0	0
POTEJ	895.29	0	0	862.366	1	0	1030.528	87.859	73.578	1601.354	0	0
BT3A1	0	1	11.691	1.476	7.748	15	2	4	3	0	4	0
VIPR1	1	0	5	0	2.058	0	1	2	6.781	23.792	5	0
SIG11	0	1	0	2	1	0	4	0	3	1	6	20
FCGR1	0	0	0	2	0	0	0	1	0	0	2	0
CHP1	234.042	309.03	103.089	518.854	2385.026	562.975	1975.663	3	2009.301	0	6380.673	744.857
KCAB1	0	1	3	0	2	3	1	0	3	0	3	0
PRT1B	1	0	0	0	3	0	1	0	0	0	324.037	0
ATP7B	1	0	1	1	0	2	0	0	2.293	0	2	0
VPRE3	0	0	0	0	0	0	0	0	0	1	0	0
ERP27	0	4	0	0	0	0	1	0	0	0	0	2
RL13A	10596.472	6084.289	7	9	5871.307	0	3739.626	7.71	1	7565.344	10.773	15.076
CASS4	2	0	2	0	1	0	0	0	0	1	3	0
MET24	2	1.615	4	0	1	3	4	0	5	0	0	0
TBA1	445.875	15.357	32.803	1.886	1	1	41.54	10.863	39	203.37	0	199.039
TBA3C	0	15.357	4	0	1	1.593	41.54	10.863	39	203.37	73.124	0
TBA3D	0	15.357	4	0	1	1.593	41.54	10.863	39	203.37	73.124	0
TBA3E	0	15.357	4	0	1	0	41.54	10.863	39	88.665	0	0
TBA3	0	15.357	4	0	1	1.593	41.54	10.863	39	203.37	73.124	0
TBAT	0	0	0	0	1	2	7.284	10.863	39	203.37	0	0
ZN469	0	1	0	0	0	0	1	0	0	2	3	0
ACHG	1	4.464	3.49	0	0	0	1	1.238	5	1	0	2
DRC7	1	0	0	0	0	0	0	0	0	0	0	0
SNX22	1	1	0	0	0	0	0	1	0	0	0	3
K1841	0	0	3	1	1.281	1	0	2	2	0	0	0
MUC2	0	0	0	0	0	0	0	0	9	0	0	0
TESP1	2	1	3	2	0	0	0	0	6	1	0	1
DCAM1	0	0	0	0	0	0	0	0	1	0	0	0
DCAM2	0	0	0	0	0	0	0	0	1	0	0	0
DCAM	1399.437	457.362	369.941	992.927	884.917	19.881	0	17.379	1771.635	44.014	10.606	1340.738
CXCL6	1	1	0	2.434	0	0	0	4	0	0	30.002	2
ENPL	105.519	103.401	100.996	783.992	83	0	0	2818	4	1048	4	2323.95
IGHA2	1	1	4	1	10	0	0	2.669	5.783	44.454	0	0
S35G2	2	0	1	0	0	0	0	0	0	0	4	1
AMPL	0	381.714	1580	22.632	1347	517.574	0	503.86	1671	21.4	1028.673	367.958
CERS1	18.565	19	8	0	14	0	5.519	3	29.103	11.138	78.218	16
LYPD8	0	0	0	0	0	0	0	0	1	0	0	0
ANO2	0	1	0	0	0	0	0	3.514	2	0	0	0
AKD1A	0	2.307	2	0	0	0	0	0	0	0	0	0
AMNLS	0	1.488	7	0	2	0	0	4	1	0	6.386	0
GRIN3	2	0	0	1	1	0	0	0	0	0	4	0
CSRN3	0	0	3	0	0	0	0	0	0	0	3	0
EPHA6	0	0	1	0	0	0	0	0	1	0	0	0
SACA9	0	0	1	0	0	0	0	0	8.084	0	0	0
LGR5	3.471	1	3	0	2	1	0	2	1	0	6	13
RMD5A	311.792	104.424	3191.419	11.055	1930.275	1333.846	1989.739	4049.617	2470.926	0	392.392	547.634
GGT3	1	0	2.882	0	0	0	0	0	0	0	0	0
GGTL2	1	0	2.882	0	0	0	0	0	0	0	0	0
GGTL3	1	0	2.882	0	0	0	0	0	0	0	0	0
TBX19	3	0	4	1	0	0	0	0	0	1	0	0
IGF1R	97.677	266	35.36	236.203	2172.61	468.267	327.142	6.845	1768.703	163.591	474.675	4
KAP1	2	4	7	0	16	0	0	3.501	0	2	15	2.492
AT134	1	3.477	7	1	237.748	3	61.207	569	2.997	281	13.916	254
C1QRF	1	1	0	0	0	0	0	3	3	0	0	0
BTBD8	0	0	2	1	0	0	2	3	10	0	3	0
OLR1	1	0	0	0	0	0	0	0	0	0	0	0
TXIP1	0	0	1	0	0	1	0	2	5.255	0	3	1
MARF1	879.516	61	29.155	40.973	18	71.661	0	1.436	566.639	12.377	42	52.309
C1T9A	1	75	19	2.559	0	0	2	0	22.752	27	2	70
TBX4	0	0	0	0	0	0	0	1	0	0	0	0
RS3AA	1	0	1	7	7	0	0	1	2	0	0	0
RS3AB	1	0	1	7	7	0	0	1	2	0	0	0
SPAST	84.065	2	166.437	0	221.965	135.187	611.251	646	5	197.061	320.794	12.973
RNF17	1	0	0	0	0	0	0	0	0	0	3	0
MTA2	516.777	272.118	1186.373	917	449.983	637.869	312	1134.943	594.072	435	707.021	406.715
HXK3	0	0	4	1.329	0	0	0	0	0	0	3	0
ACOT4	1	0	0	0	1	0	0	0	0	0	346.847	0
PAB4L	1	3	1	0	0	0	0	0	0	0	0	0
VAFNB	0	0	0	0	0	0	0	0	0	0	0	0
S23A3	1	0	0	0	28.103	0	0	0	2.209	0	11	1.497
DPYL5	0	0	1	0	1	1	0	4	0	1	0	0
ARX	0	0	0	2	1	2	0	0	4	0	0	0
CD72	1	0	0	0	0	0	0	0	0	0	0	0
PR6AA	99	0	3	1	0	0	0	2	1	61.683	0	50
PRS6A	1047.167	628.505	385.139	139.123	0	2368.751	0	2	1567	61.683	1372.276	171
FCERB	4	0	0	0	1	0	0	0	0	0	2	0
FNDC5	1	1	3	0	1	55.809	1	85.297	0	0	0	0
ZDBF2	0	0	0	0	0	2	0	0	0	1	3	0
EIF3A	1010.393	859.809	16.54	414.014	297.408	0	1183.415	6696.388	1021.883	1601.659	3538.733	9.779
IGLC7	0	0	0	0	0	0	0	2	0	0	0	0
C295L	1	0	0	0	1	0	0	0	0	12	0	1
DDX60	1	2	2	0	2	1	0	3	1.18	2	10	35
SC5A2	0	0	80.105	0	6.338	0	2	0	0	0	0	0
LTOR3	372.294	354.565	271.909	12.326	0	204	398.731	272.635	117.04	0	167.927	271.485
ZN366	0	2	8	2	2	2	1	4	1	1	0	2
SLN14	1	0	0	0	0	1	0	0	3	0	0	0
EP3B	2	0	0	0	0	0	0	0	60	0	0	0
SMBT2	2	0	4	2	1	1	0	0	2	0	84	1
IGS10	1	0	1	0	0	0	0	1	2	1	3	0
SACA6	0	0	2	0	1.222	2	0	3.321	2.387	1	15	12.43
CHP2	1	0	0	2	111.547	14	1	0	2.323	0	134.647	0
S26A3	0	0	6	0	0	0	0	1	12	0	6	0
XIAP	478.833	16.972	163.264	0	90.766	4.007	97.321	94	326.108	94	93.477	3.322
WASP	6	4	2	2.641	2	0	1	3	1	0	10	3
WBP2L	0	0	0	0	0	0	0	0	2	0	0	0
TM202	1	1	0	26.773	0	0	0	0	0	0	0	5
GUC2D	0	0	4	0	0	0	0	44.802	0	0	0	2
HXA11	1	0	0	0	0	0	0	2	3.89	0	0	0
SIG13	2	2	0	0	0	0	0	10	0	0	0	7
NR4A3	1	0	2.264	1	67	309.321	1	0	2.357	1	0	2
AT2B3	2	2	2	1	0	2	0	1	0	0	1.566	1
CBLN3	0	0	0	1	0	0	0	7	0	0	0	0
SALL4	1	0	3	1	2	0	0	7	2	1	4	1
CP4F8	0	0	2.002	2	0	0	0	4	0	0	0	1
CO8A2	1	0	0	2	12	0	0	10.677	1	0	0	1
TACC1	78.802	0	3	3	7.881	262.389	17	8.148	136.692	0	269.304	103
TMC5	1	6.753	0	0	0	0	0	0	1	0	389.368	0
SC6A1	1	1.815	1	0	1	0	0	2.76	3	1	3	0
LYAM1	0	0	2	126	0	0	0	2	0	0	0	6
MDR1B	0	0	1	0	0	0	0	0	5	0	0	0
MDR2	0	1	0	0	0	0	0	0	0	0	0	1
O5AK3	0	0	0	0	0	0	0	0	0	0	0	0
FAT3	0	0	1	0	0	0	0	1	1	0	3	0
GHC2	1	0	0	0	0	0	0	0	2	0	0	1
GIMA1	49.671	1	2	28	80.181	0	48.357	0	0	0	27.389	43
MOGT2	26	0	0	0	0	0	0	0	0	0	2	0
JIP4	1404.349	277.635	766.872	34.007	228	0	1153.017	25.365	1167.943	435.072	261.615	638.467
PRC2B	120	1038.335	5.134	1187.989	333.944	75.801	98.785	48.588	53.668	577.252	3	626.24
MA1A1	208.247	246	89.419	383	77	121.413	2.208	1.269	0	0	614.59	197.52
AFF4	97.48	0	159.12	172.72	188.835	502.737	20	187.408	2385.496	329.193	566.12	0
AKP13	1810.409	37.433	229.156	2.449	108	3	381.429	1467.7	3.87	6	5.795	36
TEAD1	77.134	261	40.849	411.615	0	1515.463	371.341	11.683	21.306	146	1088.156	0
BIG2	430.342	0	1255	3	508.931	81	311	1605.382	190.261	20	8.691	0
ACACB	8.798	458.899	224.499	47	788.23	858	89.393	3.435	0	13.392	647.218	18.852
NFIB	47.45	50.713	978.433	0	121.781	0	3.57	120.865	141.38	263.5	6.964	65.127
AT2B4	0	395.709	1768.857	604.724	414.093	1	20	2299	1700	2	10	41
G3BP1	1105.686	87.524	280.461	318.453	453.132	0	220.051	414.964	49.656	386.526	686.541	170.907
BAZ2A	142.325	99.114	0	1201.4	0	580.684	623.575	0	1.618	240	645.129	6
NCOR2	195.89	106.407	41.119	791.958	300.767	874.064	55.3	348.138	277.859	50.961	7.156	11.359
ROCK2	500.89	614.498	321.355	1	551.845	70.195	726.495	11	838.623	386.309	47.936	23.004
CRBG1	53.977	812.108	2268.013	463.365	1619.81	62.899	511.942	270.608	1699.397	2152	2743.725	317.22
HIPK1	1375.056	434.303	3460.666	11.56	87	1634.948	834.477	1974.254	2814.723	0	2485.194	3
SLK	1672.922	777	4890.546	31.788	3280.343	20.54	280.227	1147.004	122.041	29.871	79.451	12.001
LIMC1	972.075	87.468	36.499	40.995	396.243	200.101	20.855	1.702	8.816	0	111.372	565.126
NDST1	883.099	100.086	2494.179	791.755	0	17.844	73.335	53.982	620.741	726	509.913	23
VPS54	841.329	0	5.556	0	22.093	1481.1	61.535	36.936	55.21	4.432	4.268	58.465
ARI1A	132.097	674.359	73.978	0	87.296	90.677	489	53.914	0	108.732	2.729	1
RRP8	16.375	3	23.006	11.885	0	0	3.174	141.382	72.278	14	0	53.743
DOT1L	0	651.681	137.443	517.154	232.425	578.017	395	3.34	38.164	256.922	258.145	61
SIM14	2394.306	178.004	360.541	231.474	0	0	29.758	31.656	0	1068.003	11.697	284.934
ZMIZ1	0	95.243	773.615	535.387	926.961	293.994	72.365	21.96	424.212	1.623	756.027	775.542
MTMRD	0	119.902	69.014	251.195	0	26.965	27.702	5.18	12.894	2.551	75.297	0
ITB1	203.211	392.186	1770	641.675	1572.986	66.608	1596.544	3.673	2	974.187	338.521	180.823
FEM1B	1110.573	649	516.095	353.309	250.721	264	299.521	11.685	24.728	388.085	190.416	319.968
MAP4	654.535	229.282	150.811	2245.347	466.763	286.665	1302.971	118.494	49.612	4.952	346.205	169.492
U520	769.409	654.035	1790.692	94.962	393.431	1059.807	348.908	2380.286	73.751	112.73	511.379	51
P85A	184.895	423	57.98	523.909	0	86	0	95.123	186.714	165.631	2.96	11
FRS2	318.881	14.617	1.223	10.363	225.149	16.048	15	104.739	5.673	26	323.294	1.813
GDE	4189.405	176.201	23.648	63.356	240.226	1160.836	2590.818	3.773	0	52.238	4.344	1.516
MYH14	49.347	428.353	4	2533.65	1984.469	902.675	662.878	7522.611	1	1493.539	3	25.586
RBCC1	260.226	516.986	458.547	10.63	2536.131	82.441	421.076	495.092	1908.908	255.551	8.078	404.075
RFOX2	87.709	53.611	5.815	9.154	5.413	0	11.047	8.223	32.615	71.429	23.874	16.839
ATF7	604.601	323.066	40.807	257.889	400.904	18.58	259.238	8.692	366.891	254	39.504	1
UBP54	542.772	1480.296	726.509	313.024	698.943	147.736	701.599	1189.184	824.831	0	12.073	443.926
GGYF1	3.206	25.146	25.067	8.474	2.16	204	34.023	240.425	225.757	0	440.859	2.003
RPTOR	33.913	0	626.437	25.534	247.497	60.227	213	996	5.354	9.626	446.001	1
KLH11	183.423	0	254.008	4	65.7	3.318	16.078	0	0	0	6	0
CCDC6	1740.043	103.821	291.024	231.046	847.387	373	0	25.482	45.553	599	16.986	5
UBN1	582.153	25.823	304.142	350	0	218	379.647	69.991	33.08	310	166.33	27
ATG2A	7.376	765	222.893	70	159.192	560	44	9.394	299.119	492	10.084	143.276
KDM6B	13.517	229.765	22.73	0	29.789	4.997	0	14.625	42.911	10.839	50.257	0
CCND2	46.037	1746.841	509.268	1032	162.023	0	80	2793.154	14.406	279.042	4.249	955.578
OTU1	1445.176	915.186	3169.103	247.821	398.679	51.566	168.941	1285.339	486.89	632.422	771.61	8.251
ALPK3	561.618	724.699	1256.586	203.576	1418.971	2062.376	1377.902	0	2138.74	853.141	3451.238	2.234
